,New_name,Old_name,Question,Option
59,currentEmp13_35,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Iberian Languages/Hispanic Studies], Please select the discipline in which you work. Please select all that apply. [Iberian Languages/Hispanic Studies],Iberian Languages/Hispanic Studies
60,currentEmp13_36,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Land & Property Management], Please select the discipline in which you work. Please select all that apply. [Land & Property Management],Land & Property Management
61,currentEmp13_37,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Law], Please select the discipline in which you work. Please select all that apply. [Law],Law
62,currentEmp13_38,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Librarianship & Information Management], Please select the discipline in which you work. Please select all that apply. [Librarianship & Information Management],Librarianship & Information Management
63,currentEmp13_39,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Linguistics], Please select the discipline in which you work. Please select all that apply. [Linguistics],Linguistics
64,currentEmp13_40,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Marketing], Please select the discipline in which you work. Please select all that apply. [Marketing],Marketing
65,currentEmp13_41,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Materials Technology], Please select the discipline in which you work. Please select all that apply. [Materials Technology],Materials Technology
66,currentEmp13_42,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Mathematics], Please select the discipline in which you work. Please select all that apply. [Mathematics],Mathematics
67,currentEmp13_43,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Mechanical Engineering], Please select the discipline in which you work. Please select all that apply. [Mechanical Engineering],Mechanical Engineering
68,currentEmp13_44,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Medicine], Please select the discipline in which you work. Please select all that apply. [Medicine],Medicine
69,currentEmp13_45,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Middle Eastern and African Studies], Please select the discipline in which you work. Please select all that apply. [Middle Eastern and African Studies],Middle Eastern and African Studies
70,currentEmp13_46,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Music], Please select the discipline in which you work. Please select all that apply. [Music],Music
71,currentEmp13_47,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Nursing], Please select the discipline in which you work. Please select all that apply. [Nursing],Nursing
72,currentEmp13_48,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Ophthalmics], Please select the discipline in which you work. Please select all that apply. [Ophthalmics],Ophthalmics
73,currentEmp13_49,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Pharmacology & Pharmacy], Please select the discipline in which you work. Please select all that apply. [Pharmacology & Pharmacy],Pharmacology & Pharmacy
74,currentEmp13_50,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Philosophy], Please select the discipline in which you work. Please select all that apply. [Philosophy],Philosophy
75,currentEmp13_51,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Physics and Astronomy], Please select the discipline in which you work. Please select all that apply. [Physics and Astronomy],Physics and Astronomy
76,currentEmp13_52,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Physiotherapy], Please select the discipline in which you work. Please select all that apply. [Physiotherapy],Physiotherapy
77,currentEmp13_53,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Politics], Please select the discipline in which you work. Please select all that apply. [Politics],Politics
78,currentEmp13_54,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Psychology], Please select the discipline in which you work. Please select all that apply. [Psychology],Psychology
79,currentEmp13_55,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Robotics], Please select the discipline in which you work. Please select all that apply. [Robotics],Robotics
80,currentEmp13_56,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Russian & East European Languages], Please select the discipline in which you work. Please select all that apply. [Russian & East European Languages],Russian & East European Languages
81,currentEmp13_57,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Social Policy], Please select the discipline in which you work. Please select all that apply. [Social Policy],Social Policy
82,currentEmp13_58,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Social Work], Please select the discipline in which you work. Please select all that apply. [Social Work],Social Work
83,currentEmp13_59,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Sociology], Please select the discipline in which you work. Please select all that apply. [Sociology],Sociology
84,currentEmp13_60,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Sports Science], Please select the discipline in which you work. Please select all that apply. [Sports Science],Sports Science
85,currentEmp13_61,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Theology & Religious Studies], Please select the discipline in which you work. Please select all that apply. [Theology & Religious Studies],Theology & Religious Studies
86,currentEmp13_62,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Town & Country Planning and Landscape Design], Please select the discipline in which you work. Please select all that apply. [Town & Country Planning and Landscape Design],Town & Country Planning and Landscape Design
87,currentEmp13_63,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Veterinary Medicine], Please select the discipline in which you work. Please select all that apply. [Veterinary Medicine],Veterinary Medicine
88,currentEmp13_64,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Youth Work], Please select the discipline in which you work. Please select all that apply. [Youth Work],Youth Work
89,currentEmp13can_0,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [CIVIL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [CIVIL ENGINEERING],CIVIL ENGINEERING
90,currentEmp13can_1,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [STRUCTURAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [STRUCTURAL ENGINEERING],STRUCTURAL ENGINEERING
91,currentEmp13can_2,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [AGRICULTURAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [AGRICULTURAL ENGINEERING],AGRICULTURAL ENGINEERING
92,currentEmp13can_3,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [FOREST ENGINEERING], Please select the discipline in which you work. Please select all that apply. [FOREST ENGINEERING],FOREST ENGINEERING
93,currentEmp13can_4,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [MINING AND MINERAL PROCESSING], Please select the discipline in which you work. Please select all that apply. [MINING AND MINERAL PROCESSING],MINING AND MINERAL PROCESSING
94,currentEmp13can_5,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ENVIRONMENTAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [ENVIRONMENTAL ENGINEERING],ENVIRONMENTAL ENGINEERING
95,currentEmp13can_6,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [INDUSTRIAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [INDUSTRIAL ENGINEERING],INDUSTRIAL ENGINEERING
96,currentEmp13can_7,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [DESIGN AND MANUFACTURING], Please select the discipline in which you work. Please select all that apply. [DESIGN AND MANUFACTURING],DESIGN AND MANUFACTURING
97,currentEmp13can_8,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [CHEMICAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [CHEMICAL ENGINEERING],CHEMICAL ENGINEERING
98,currentEmp13can_9,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [BIOMEDICAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [BIOMEDICAL ENGINEERING],BIOMEDICAL ENGINEERING
99,currentEmp13can_10,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [MATERIALS SCIENCE AND TECHNOLOGY], Please select the discipline in which you work. Please select all that apply. [MATERIALS SCIENCE AND TECHNOLOGY],MATERIALS SCIENCE AND TECHNOLOGY
100,currentEmp13can_11,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [MECHANICAL ENGINEERING], Please select the discipline in which you work. Please select all that apply. [MECHANICAL ENGINEERING],MECHANICAL ENGINEERING
101,currentEmp13can_12,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [FLUID MECHANICS], Please select the discipline in which you work. Please select all that apply. [FLUID MECHANICS],FLUID MECHANICS
102,currentEmp13can_13,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [FUEL AND ENERGY TECHNOLOGY], Please select the discipline in which you work. Please select all that apply. [FUEL AND ENERGY TECHNOLOGY],FUEL AND ENERGY TECHNOLOGY
103,currentEmp13can_14,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [NUCLEAR ENGINEERING], Please select the discipline in which you work. Please select all that apply. [NUCLEAR ENGINEERING],NUCLEAR ENGINEERING
104,currentEmp13can_15,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ELECTRICAL AND ELECTRONIC ENGINEERING], Please select the discipline in which you work. Please select all that apply. [ELECTRICAL AND ELECTRONIC ENGINEERING],ELECTRICAL AND ELECTRONIC ENGINEERING
105,currentEmp13can_16,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ROBOTICS], Please select the discipline in which you work. Please select all that apply. [ROBOTICS],ROBOTICS
106,currentEmp13can_17,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [INFORMATION TECHNOLOGY], Please select the discipline in which you work. Please select all that apply. [INFORMATION TECHNOLOGY],INFORMATION TECHNOLOGY
107,currentEmp13can_18,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ARTIFICIAL INTELLIGENCE], Please select the discipline in which you work. Please select all that apply. [ARTIFICIAL INTELLIGENCE],ARTIFICIAL INTELLIGENCE
108,currentEmp13can_19,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [PURE MATHEMATICS], Please select the discipline in which you work. Please select all that apply. [PURE MATHEMATICS],PURE MATHEMATICS
109,currentEmp13can_20,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [APPLIED MATHEMATICS], Please select the discipline in which you work. Please select all that apply. [APPLIED MATHEMATICS],APPLIED MATHEMATICS
110,currentEmp13can_21,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [STATISTICS AND PROBABILITY], Please select the discipline in which you work. Please select all that apply. [STATISTICS AND PROBABILITY],STATISTICS AND PROBABILITY
111,currentEmp13can_22,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [PHYSICS], Please select the discipline in which you work. Please select all that apply. [PHYSICS],PHYSICS
112,currentEmp13can_23,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [THEORETICAL PHYSICS AND CHEMISTRY], Please select the discipline in which you work. Please select all that apply. [THEORETICAL PHYSICS AND CHEMISTRY],THEORETICAL PHYSICS AND CHEMISTRY
113,currentEmp13can_24,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ASTRONOMY AND ASTROPHYSICS], Please select the discipline in which you work. Please select all that apply. [ASTRONOMY AND ASTROPHYSICS],ASTRONOMY AND ASTROPHYSICS
114,currentEmp13can_25,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [SPACE SCIENCE], Please select the discipline in which you work. Please select all that apply. [SPACE SCIENCE],SPACE SCIENCE
115,currentEmp13can_26,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [CONDENSED MATTERPHYSICS], Please select the discipline in which you work. Please select all that apply. [CONDENSED MATTERPHYSICS],CONDENSED MATTERPHYSICS
116,currentEmp13can_27,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [PHYSICAL CHEMISTRY], Please select the discipline in which you work. Please select all that apply. [PHYSICAL CHEMISTRY],PHYSICAL CHEMISTRY
117,currentEmp13can_28,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [NALYTICAL CHEMISTRY], Please select the discipline in which you work. Please select all that apply. [NALYTICAL CHEMISTRY],NALYTICAL CHEMISTRY
118,currentEmp13can_29,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [INORGANIC CHEMISTRY], Please select the discipline in which you work. Please select all that apply. [INORGANIC CHEMISTRY],INORGANIC CHEMISTRY
119,currentEmp13can_30,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ORGANIC CHEMISTRY], Please select the discipline in which you work. Please select all that apply. [ORGANIC CHEMISTRY],ORGANIC CHEMISTRY
120,currentEmp13can_31,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [POLYMER CHEMISTRY], Please select the discipline in which you work. Please select all that apply. [POLYMER CHEMISTRY],POLYMER CHEMISTRY
121,currentEmp13can_32,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [EARTH SCIENCE], Please select the discipline in which you work. Please select all that apply. [EARTH SCIENCE],EARTH SCIENCE
122,currentEmp13can_33,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [GEOGRAPHICAL INFORMATION], Please select the discipline in which you work. Please select all that apply. [GEOGRAPHICAL INFORMATION],GEOGRAPHICAL INFORMATION
123,currentEmp13can_34,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [PHYSICAL GEOGRAPHY], Please select the discipline in which you work. Please select all that apply. [PHYSICAL GEOGRAPHY],PHYSICAL GEOGRAPHY
124,currentEmp13can_35,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [GEOCHEMISTRY AND GEOCHRONOLOGY], Please select the discipline in which you work. Please select all that apply. [GEOCHEMISTRY AND GEOCHRONOLOGY],GEOCHEMISTRY AND GEOCHRONOLOGY
125,currentEmp13can_36,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [GEOPHYSICS], Please select the discipline in which you work. Please select all that apply. [GEOPHYSICS],GEOPHYSICS
126,currentEmp13can_37,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ATMOSPHERIC SCIENCE], Please select the discipline in which you work. Please select all that apply. [ATMOSPHERIC SCIENCE],ATMOSPHERIC SCIENCE
127,currentEmp13can_38,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [HYDROLOGY], Please select the discipline in which you work. Please select all that apply. [HYDROLOGY],HYDROLOGY
128,currentEmp13can_39,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [OCEANOGRAPHY], Please select the discipline in which you work. Please select all that apply. [OCEANOGRAPHY],OCEANOGRAPHY
129,currentEmp13can_40,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [EVOLUTION AND ECOLOGY], Please select the discipline in which you work. Please select all that apply. [EVOLUTION AND ECOLOGY],EVOLUTION AND ECOLOGY
130,currentEmp13can_41,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [SOIL SCIENCE], Please select the discipline in which you work. Please select all that apply. [SOIL SCIENCE],SOIL SCIENCE
131,currentEmp13can_42,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [PLANT AND TREE BIOLOGY], Please select the discipline in which you work. Please select all that apply. [PLANT AND TREE BIOLOGY],PLANT AND TREE BIOLOGY
132,currentEmp13can_43,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [GENETICS], Please select the discipline in which you work. Please select all that apply. [GENETICS],GENETICS
133,currentEmp13can_44,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [CELL BIOLOGY], Please select the discipline in which you work. Please select all that apply. [CELL BIOLOGY],CELL BIOLOGY
134,currentEmp13can_45,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [MICROBIOLOGY], Please select the discipline in which you work. Please select all that apply. [MICROBIOLOGY],MICROBIOLOGY
135,currentEmp13can_46,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [MOLECULAR BIOLOGY], Please select the discipline in which you work. Please select all that apply. [MOLECULAR BIOLOGY],MOLECULAR BIOLOGY
136,currentEmp13can_47,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [BIOCHEMISTRY], Please select the discipline in which you work. Please select all that apply. [BIOCHEMISTRY],BIOCHEMISTRY
137,currentEmp13can_48,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [ANIMAL BIOLOGY], Please select the discipline in which you work. Please select all that apply. [ANIMAL BIOLOGY],ANIMAL BIOLOGY
138,currentEmp13can_49,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [FOOD SCIENCE AND TECHNOLOGY], Please select the discipline in which you work. Please select all that apply. [FOOD SCIENCE AND TECHNOLOGY],FOOD SCIENCE AND TECHNOLOGY
139,currentEmp13can_50,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [PSYCHOLOGY], Please select the discipline in which you work. Please select all that apply. [PSYCHOLOGY],PSYCHOLOGY
140,currentEmp13can_51,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [LIFE SCIENCES RESEARCH RELATED TO HUMAN HEALTH AND DISEASE], Please select the discipline in which you work. Please select all that apply. [LIFE SCIENCES RESEARCH RELATED TO HUMAN HEALTH AND DISEASE],LIFE SCIENCES RESEARCH RELATED TO HUMAN HEALTH AND DISEASE
141,currentEmp13can_52,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [OTHER STUDIES IN NATURAL SCIENCES AND ENGINEERING], Please select the discipline in which you work. Please select all that apply. [OTHER STUDIES IN NATURAL SCIENCES AND ENGINEERING],OTHER STUDIES IN NATURAL SCIENCES AND ENGINEERING
142,currentEmp13can_53,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [SOCIAL SCIENCES AND HUMANITIES], Please select the discipline in which you work. Please select all that apply. [SOCIAL SCIENCES AND HUMANITIES],SOCIAL SCIENCES AND HUMANITIES
143,currentEmp13can_54,currentEmp13can. Please select the discipline in which you work. Please select all that apply. [HEALTH SCIENCES], Please select the discipline in which you work. Please select all that apply. [HEALTH SCIENCES],HEALTH SCIENCES
144,currentEmp13aus_0,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [01 Mathematical Sciences], Please select the discipline in which you work. Please select all that apply. [01 Mathematical Sciences],01 Mathematical Sciences
145,currentEmp13aus_1,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [02 Physical Sciences], Please select the discipline in which you work. Please select all that apply. [02 Physical Sciences],02 Physical Sciences
146,currentEmp13aus_2,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [03 Chemical Sciences], Please select the discipline in which you work. Please select all that apply. [03 Chemical Sciences],03 Chemical Sciences
147,currentEmp13aus_3,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [04 Earth Sciences], Please select the discipline in which you work. Please select all that apply. [04 Earth Sciences],04 Earth Sciences
148,currentEmp13aus_4,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [05 Environmental Sciences], Please select the discipline in which you work. Please select all that apply. [05 Environmental Sciences],05 Environmental Sciences
149,currentEmp13aus_5,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [06 Biological Sciences], Please select the discipline in which you work. Please select all that apply. [06 Biological Sciences],06 Biological Sciences
150,currentEmp13aus_6,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [07 Agricultural and Veterinary Sciences], Please select the discipline in which you work. Please select all that apply. [07 Agricultural and Veterinary Sciences],07 Agricultural and Veterinary Sciences
151,currentEmp13aus_7,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [08 Information and Computing Sciences], Please select the discipline in which you work. Please select all that apply. [08 Information and Computing Sciences],08 Information and Computing Sciences
152,currentEmp13aus_8,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [09 Engineering], Please select the discipline in which you work. Please select all that apply. [09 Engineering],09 Engineering
153,currentEmp13aus_9,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [10 Technology], Please select the discipline in which you work. Please select all that apply. [10 Technology],10 Technology
154,currentEmp13aus_10,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [11 Medical and Health Sciences], Please select the discipline in which you work. Please select all that apply. [11 Medical and Health Sciences],11 Medical and Health Sciences
155,currentEmp13aus_11,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [12 Built Environment and Design], Please select the discipline in which you work. Please select all that apply. [12 Built Environment and Design],12 Built Environment and Design
156,currentEmp13aus_12,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [13 Education], Please select the discipline in which you work. Please select all that apply. [13 Education],13 Education
157,currentEmp13aus_13,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [14 Economics], Please select the discipline in which you work. Please select all that apply. [14 Economics],14 Economics
