,Year_0,row_id,ukrse3_0,skill2_0
182,2022,2022_73,developing domain-specific software for new aerospace applications in a commercial setting,A refresher course on writing papers for conference and publication
183,2022,2022_73,university,A refresher course on writing papers for conference and publication
184,2022,2022_73,university,Developing module-level tests that meet the specific needs of scientific software research and development
185,2022,2022_73,job,Developing module-level tests that meet the specific needs of scientific software research and development
186,2022,2022_73,developing domain-specific software for new aerospace applications in a commercial setting,Developing module-level tests that meet the specific needs of scientific software research and development
187,2022,2022_73,university,Developing module-level tests that meet the specific needs of scientific software research and development
188,2022,2022_74,training a long time ago,
189,2022,2022_74,informal practice sharing more recently,
191,2022,2022_76,self-taught,best practices for open source communities
192,2022,2022_76,self-taught,
193,2022,2022_77,self-taught,
197,2022,2022_81,self-taught,web technology
198,2022,2022_81,self-taught,writing
199,2022,2022_81,self-taught,grant submission
201,2022,2022_83,selbststudium,Dokumentation schreiben
202,2022,2022_83,selbststudium,meta programming
203,2022,2022_83,selbststudium,Projektmanagement
204,2022,2022_84,job,How to talk to academics about schedules and project management
205,2022,2022_84,job,How to talk to academics about schedules and project management
206,2022,2022_84,excellent courseras on python and epidemiology,How to talk to academics about schedules and project management
207,2022,2022_84,job,R development for HPC 
208,2022,2022_84,job,cloud
209,2022,2022_84,job,R development for HPC 
210,2022,2022_84,job,cloud
211,2022,2022_84,excellent courseras on python and epidemiology,R development for HPC 
212,2022,2022_84,excellent courseras on python and epidemiology,cloud
213,2022,2022_84,job,testing academic software
214,2022,2022_84,job,testing academic software
215,2022,2022_84,excellent courseras on python and epidemiology,testing academic software
216,2022,2022_85,i learned basic programming in high school,
217,2022,2022_85,university,
218,2022,2022_86,self-taught,technical writing
219,2022,2022_86,self-taught,algorithms
220,2022,2022_86,self-taught,fundamentals
221,2022,2022_87,university,
222,2022,2022_87,job,
223,2022,2022_88,university,Docker
224,2022,2022_88,conferences,Docker
225,2022,2022_88,job,Docker
226,2022,2022_88,university,Javascript testing
227,2022,2022_88,conferences,Javascript testing
228,2022,2022_88,job,Javascript testing
229,2022,2022_88,university,continuous integration
230,2022,2022_88,conferences,continuous integration
231,2022,2022_88,job,continuous integration
232,2022,2022_89,self-taught,Some software engineering skills. Master level applied maths. HPC as well
235,2022,2022_92,self-taught,
236,2022,2022_93,job,How to write paper on software
237,2022,2022_93,job,How to communicate and gain visibility
238,2022,2022_93,job,how to become a better leader.
239,2022,2022_94,job,Mentoring
240,2022,2022_94,job,Requirements gathering
241,2022,2022_94,job,Estimation
242,2022,2022_95,university,time management
243,2022,2022_95,job,time management
244,2022,2022_95,spare time,time management
245,2022,2022_95,courses,time management
246,2022,2022_95,peers,time management
247,2022,2022_95,self-taught,time management
249,2022,2022_97,self-taught,Project management
250,2022,2022_97,self-taught,Software testing
251,2022,2022_97,self-taught,Deployment
252,2022,2022_98,job,Cloud skills that are certified
253,2022,2022_98,job,project management skills that are certified
254,2022,2022_98,job,I need opportunities more than I need skills.
255,2022,2022_99,university,project management
256,2022,2022_99,university,object-oriented design
257,2022,2022_99,university,technical writing
261,2022,2022_103,university,algorithm development (for absolute non-mathematicians)
262,2022,2022_103,self-taught,algorithm development (for absolute non-mathematicians)
263,2022,2022_103,university,optimisation skills
264,2022,2022_103,self-taught,optimisation skills
269,2022,2022_108,osmosis mostly,time management
270,2022,2022_108,osmosis mostly,cloud-HPC integration
271,2022,2022_108,osmosis mostly,cloud and container use
274,2022,2022_111,self-taught,
276,2022,2022_113,a lifetime of tinkering with programming,Code runtime optimisation
277,2022,2022_113,a lifetime of tinkering with programming,solid API definition (inter-process and inter-machine)
278,2022,2022_113,a lifetime of tinkering with programming,micro-service development patterns
280,2022,2022_115,self-taught,Production development
281,2022,2022_115,self-taught,scalability
282,2022,2022_115,self-taught,collaboration guidelines 
283,2022,2022_116,self-taught,
284,2022,2022_117,job,Consulting
285,2022,2022_117,and in software carpentry and coderefinery courses.,Consulting
286,2022,2022_117,job,UI development
287,2022,2022_117,and in software carpentry and coderefinery courses.,UI development
288,2022,2022_117,job,some specific languages
289,2022,2022_117,and in software carpentry and coderefinery courses.,some specific languages
291,2022,2022_119,university,project management
292,2022,2022_119,self-taught,project management
293,2022,2022_119,university,testing methods
294,2022,2022_119,self-taught,testing methods
295,2022,2022_119,university,standard-setting
296,2022,2022_119,self-taught,standard-setting
297,2022,2022_120,job,
298,2022,2022_121,self-taught,CI
299,2022,2022_121,self-taught,CD
300,2022,2022_121,seminars,CI
301,2022,2022_121,seminars,CD
302,2022,2022_121,conferences,CI
303,2022,2022_121,conferences,CD
304,2022,2022_121,job,CI
305,2022,2022_121,job,CD
306,2022,2022_121,job,CI
307,2022,2022_121,job,CD
308,2022,2022_121,self-taught,CI
309,2022,2022_121,self-taught,CD
310,2022,2022_121,podcasts,CI
311,2022,2022_121,podcasts,CD
312,2022,2022_121,papers,CI
313,2022,2022_121,papers,CD
314,2022,2022_121,self-taught,infrastructure containerisation
315,2022,2022_121,seminars,infrastructure containerisation
316,2022,2022_121,conferences,infrastructure containerisation
317,2022,2022_121,job,infrastructure containerisation
318,2022,2022_121,job,infrastructure containerisation
319,2022,2022_121,self-taught,infrastructure containerisation
320,2022,2022_121,podcasts,infrastructure containerisation
321,2022,2022_121,papers,infrastructure containerisation
323,2022,2022_123,hacking,databases
324,2022,2022_123,reading,databases
325,2022,2022_123,disassembling etc.,databases
326,2022,2022_123,hacking,reliable development of parallel software
327,2022,2022_123,reading,reliable development of parallel software
328,2022,2022_123,disassembling etc.,reliable development of parallel software
329,2022,2022_123,hacking,vi
330,2022,2022_123,reading,vi
331,2022,2022_123,disassembling etc.,vi
332,2022,2022_124,self-taught,Unit testing
334,2022,2022_126,self-taught,CD
335,2022,2022_126,self-taught,CI
336,2022,2022_126,self-taught,containers
339,2022,2022_129,job,
341,2022,2022_131,practice,Testing. Negotiation. Sfotware team management
342,2022,2022_132,self-taught,
344,2022,2022_134,job,
345,2022,2022_135,self-taught,Understanding version control
346,2022,2022_135,self-taught,best way to structure code
347,2022,2022_135,self-taught,how to reply code for researchers in a robust way
349,2022,2022_137,as a sysadmin in research institutions,Software development effort estimating
350,2022,2022_137,as a sysadmin in research institutions,Portfolio management
351,2022,2022_137,as a sysadmin in research institutions,Growing a team from small to medium
352,2022,2022_138,self-taught,"Domain driven design in Django,Advanced Django best practices,UX design for research software"
353,2022,2022_138,documentation,"Domain driven design in Django,Advanced Django best practices,UX design for research software"
354,2022,2022_138,articles on the web and stackoverflow,"Domain driven design in Django,Advanced Django best practices,UX design for research software"
356,2022,2022_140,lernen durch tun,gitlab-ci
357,2022,2022_140,lernen durch tun,cd
358,2022,2022_140,lernen durch tun,Julia
359,2022,2022_140,lernen durch tun,Projektmanagement
361,2022,2022_142,job,
362,2022,2022_143,university,Project management
363,2022,2022_143,university,people management
364,2022,2022_144,not sure,Rust
365,2022,2022_144,not sure,management
366,2022,2022_144,not sure,fpga
367,2022,2022_145,university,management
368,2022,2022_145,university,supervivion of masters and PhD students
369,2022,2022_145,although i learned programming a long time before that,management
370,2022,2022_145,although i learned programming a long time before that,supervivion of masters and PhD students
371,2022,2022_145,university,how to go about applying for grants etc
372,2022,2022_145,although i learned programming a long time before that,how to go about applying for grants etc
373,2022,2022_145,university,use of GPUs
374,2022,2022_145,although i learned programming a long time before that,use of GPUs
375,2022,2022_146,job,Parallel programming
376,2022,2022_146,job,continuous testing
377,2022,2022_146,job,"integration,Machine learning"
378,2022,2022_147,job,
379,2022,2022_147,university,
382,2022,2022_150,self-taught,numerical methods
383,2022,2022_150,self-taught,automatic differentiation
384,2022,2022_150,self-taught,parallel programming
387,2022,2022_153,self-taught,Effective context switching
388,2022,2022_153,self-taught,Effective context switching
389,2022,2022_153,job,Effective context switching
390,2022,2022_153,university,Effective context switching
391,2022,2022_153,self-taught,low-level languages
392,2022,2022_153,self-taught,low-level languages
393,2022,2022_153,job,low-level languages
394,2022,2022_153,university,low-level languages
395,2022,2022_153,self-taught,leadership
396,2022,2022_153,self-taught,leadership
397,2022,2022_153,job,leadership
398,2022,2022_153,university,leadership
404,2022,2022_159,university,Identity and Access Management
405,2022,2022_159,as it was really needed by the group.,Identity and Access Management
406,2022,2022_159,university,Container Orchestration
407,2022,2022_159,as it was really needed by the group.,Container Orchestration
408,2022,2022_159,university,GitOps
409,2022,2022_159,as it was really needed by the group.,GitOps
410,2022,2022_160,university,Project management
411,2022,2022_160,university,Project management
412,2022,2022_160,university,Project management
413,2022,2022_160,university,support to help optimize software architecture
414,2022,2022_160,university,support to help optimize software architecture
415,2022,2022_160,university,support to help optimize software architecture
416,2022,2022_160,university,recognition
417,2022,2022_160,university,recognition
418,2022,2022_160,university,recognition
420,2022,2022_162,university,
421,2022,2022_162,job,
426,2022,2022_167,hackathon,negotiate for jobs in a discipline that doesn't value software
427,2022,2022_167,self-taught,negotiate for jobs in a discipline that doesn't value software
428,2022,2022_168,university,
432,2022,2022_172,job,Certified Kubernetes Applicaton developer
433,2022,2022_172,job,OpenStack
434,2022,2022_172,job,Canonical cloud
435,2022,2022_173,university,webserver development
436,2022,2022_173,university,general web-service practices
437,2022,2022_174,self-taught,effective engineering for HPC environments (optimizing for HPC filesystems
438,2022,2022_174,job,effective engineering for HPC environments (optimizing for HPC filesystems
439,2022,2022_174,self-taught,trade-offs with shared object libraries
440,2022,2022_174,job,trade-offs with shared object libraries
441,2022,2022_174,self-taught,simplifying packaging and deployment without compromising performance optimizations)
442,2022,2022_174,self-taught,building effective collaborations across research groups
443,2022,2022_174,self-taught,setting realistic timelines
444,2022,2022_174,job,simplifying packaging and deployment without compromising performance optimizations)
445,2022,2022_174,job,building effective collaborations across research groups
446,2022,2022_174,job,setting realistic timelines
448,2022,2022_176,sur le tas,
449,2022,2022_177,autoformation,
451,2022,2022_179,cursus académique pour le contexte de recherche,Développer à plusieurs
452,2022,2022_179,et auto-formation pour la technique informatique.,Développer à plusieurs
453,2022,2022_179,cursus académique pour le contexte de recherche,Scrum solitaire
454,2022,2022_179,et auto-formation pour la technique informatique.,Scrum solitaire
455,2022,2022_179,cursus académique pour le contexte de recherche,Travailler de façon asynchrone sur des projets parallèles.
456,2022,2022_179,et auto-formation pour la technique informatique.,Travailler de façon asynchrone sur des projets parallèles.
457,2022,2022_180,études,
458,2022,2022_180,autoformation,
460,2022,2022_182,while pursuing a research career out of interest in technology ,
461,2022,2022_183,learning by doing,community management
462,2022,2022_183,university,community management
463,2022,2022_183,learning by doing,technical writing
464,2022,2022_183,university,technical writing
465,2022,2022_183,learning by doing,HPC programming
466,2022,2022_183,university,HPC programming
468,2022,2022_185,par moi même,intégration continue
469,2022,2022_185,et en enseignant,intégration continue
470,2022,2022_185,par moi même,application de la théorie des catégories  à la programmation fonctionnelle
471,2022,2022_185,et en enseignant,application de la théorie des catégories  à la programmation fonctionnelle
473,2022,2022_187,formation diplomante de base,BIO-INFORMATIQUE
474,2022,2022_187,formation diplomante de base,GENETIQUE
475,2022,2022_187,formation diplomante de base,"DEV ANDROID,"
476,2022,2022_188,auto formation,test unitaires
477,2022,2022_188,formation continue,test unitaires
478,2022,2022_188,auto formation,calcul parallèle
479,2022,2022_188,formation continue,calcul parallèle
481,2022,2022_190,formation initiale,Docker
482,2022,2022_190,stages de formation permanente,Docker
483,2022,2022_190,moocs,Docker
484,2022,2022_190,autoformation ,Docker
485,2022,2022_190,formation initiale,GuiX
486,2022,2022_190,stages de formation permanente,GuiX
487,2022,2022_190,moocs,GuiX
488,2022,2022_190,autoformation ,GuiX
489,2022,2022_190,formation initiale,Intégration continue
490,2022,2022_190,stages de formation permanente,Intégration continue
491,2022,2022_190,moocs,Intégration continue
492,2022,2022_190,autoformation ,Intégration continue
497,2022,2022_195,formation apres la these,"design pattern,"
498,2022,2022_196,auto-formation,GUI
499,2022,2022_196,formation continue,GUI
500,2022,2022_196,auto-formation,gestion Unix
501,2022,2022_196,formation continue,gestion Unix
503,2022,2022_198,formation initiale (doctorat en informatique) puis auto-formation,
505,2022,2022_200,university,DevOps
506,2022,2022_200,university,SYCL
508,2022,2022_202,seul + formation,Deep learning
509,2022,2022_202,seul + formation,Python
510,2022,2022_202,seul + formation,LabView
511,2022,2022_203,university,Management
512,2022,2022_203,university,dissemenation
513,2022,2022_204,sur le tas,Autres langages de programmation
514,2022,2022_204,sur le tas,gestion de projet
515,2022,2022_204,sur le tas,algorithmique
516,2022,2022_205,self-taught,
517,2022,2022_206,university,
518,2022,2022_207,by doing and helping colleagues,delegate work
519,2022,2022_208,self-taught,Testing
520,2022,2022_208,self-taught,Metodologias de desarrollo
521,2022,2022_208,self-taught,Organización de código
525,2022,2022_212,self-taught,
526,2022,2022_213,auto-formation,developpement de compilateurs pour la recherche
527,2022,2022_213,thèse,developpement de compilateurs pour la recherche
529,2022,2022_215,par expérience et documentation personnelle,devops
530,2022,2022_215,par expérience et documentation personnelle,gestion de projet
531,2022,2022_215,par expérience et documentation personnelle,programmation web
533,2022,2022_217,job,maths to support domain knowledge (numerical linear algebra
534,2022,2022_217,job,PDEs)
535,2022,2022_217,job,maths to support domain knowledge (numerical linear algebra
536,2022,2022_217,job,PDEs)
537,2022,2022_217,university,maths to support domain knowledge (numerical linear algebra
538,2022,2022_217,university,PDEs)
539,2022,2022_217,self-taught,maths to support domain knowledge (numerical linear algebra
540,2022,2022_217,self-taught,PDEs)
541,2022,2022_217,reading,maths to support domain knowledge (numerical linear algebra
542,2022,2022_217,reading,PDEs)
543,2022,2022_217,job,verbal and visual presentation and communication
544,2022,2022_217,job,engagement skills
545,2022,2022_217,job,verbal and visual presentation and communication
546,2022,2022_217,job,engagement skills
547,2022,2022_217,university,verbal and visual presentation and communication
548,2022,2022_217,university,engagement skills
549,2022,2022_217,self-taught,verbal and visual presentation and communication
550,2022,2022_217,self-taught,engagement skills
551,2022,2022_217,reading,verbal and visual presentation and communication
552,2022,2022_217,reading,engagement skills
556,2022,2022_221,selbst-studium,effektives Recruiting von RSE-Fachkräften
557,2022,2022_221,job,effektives Recruiting von RSE-Fachkräften
558,2022,2022_221,self-taught,effektives Recruiting von RSE-Fachkräften
559,2022,2022_221,selbst-studium,Leitung einer (evtl. verteilten) Entwickler:innen-Gruppe
560,2022,2022_221,job,Leitung einer (evtl. verteilten) Entwickler:innen-Gruppe
561,2022,2022_221,self-taught,Leitung einer (evtl. verteilten) Entwickler:innen-Gruppe
562,2022,2022_221,selbst-studium,CI at scale
563,2022,2022_221,job,CI at scale
564,2022,2022_221,self-taught,CI at scale
565,2022,2022_222,university,
566,2022,2022_223,self-taught,versioning
567,2022,2022_223,learning-by-doing,versioning
568,2022,2022_223,self-taught,deployment
569,2022,2022_223,learning-by-doing,deployment
570,2022,2022_224,self-taught,
571,2022,2022_225,selbständig in studium und promotionszeit,
573,2022,2022_227,eigenständige programmierprojekte in der forschung,
574,2022,2022_228,self-taught,
576,2022,2022_230,self-taught,software architecture
577,2022,2022_230,self-taught,software architecture
578,2022,2022_230,courses,software architecture
579,2022,2022_230,self-taught,statistics
580,2022,2022_230,self-taught,statistics
581,2022,2022_230,courses,statistics
582,2022,2022_231,selbstlerner ,Vertiefung in verfügbaren Libraries
583,2022,2022_231,selbstlerner ,Server Management
584,2022,2022_231,selbstlerner ,Präsentation eines Software-Packetes 
589,2022,2022_236,autodidactic + personal mentoring by older rses,
590,2022,2022_237,on my own,
591,2022,2022_237,by learning from colleagues/tutorials,
592,2022,2022_238,learning from main developer of the project,Learning to document code better
593,2022,2022_238,learning from main developer of the project,Learning to organize outreach programs for the developed open source software
594,2022,2022_239,formation cnrs,gestion de projet (seul ou en petites équipes)
595,2022,2022_239,sinon autodidacte,gestion de projet (seul ou en petites équipes)
596,2022,2022_239,formation cnrs,github (issue
597,2022,2022_239,sinon autodidacte,github (issue
598,2022,2022_239,formation cnrs,PR
599,2022,2022_239,sinon autodidacte,PR
600,2022,2022_239,formation cnrs,intégration continue)
601,2022,2022_239,sinon autodidacte,intégration continue)
602,2022,2022_239,formation cnrs,bonnes pratiques de développement
603,2022,2022_239,sinon autodidacte,bonnes pratiques de développement
604,2022,2022_240,self-taught,
607,2022,2022_243,freizeitprojekte,Kommunikation
608,2022,2022_243,universitäts-praktika,Kommunikation
609,2022,2022_243,freizeitprojekte,Konfliktlösung
610,2022,2022_243,universitäts-praktika,Konfliktlösung
611,2022,2022_243,freizeitprojekte,Projektplanung
612,2022,2022_243,freizeitprojekte,Management
613,2022,2022_243,universitäts-praktika,Projektplanung
614,2022,2022_243,universitäts-praktika,Management
615,2022,2022_244,par moi même,
616,2022,2022_244,en lisant les documentations etc.,
617,2022,2022_245,selbstlernen,
618,2022,2022_246,selbst erlernt,Worauf kommt es an beim Software veröffentlichen
619,2022,2022_246,selbst erlernt,Wie testen man systematisch selbstgeschriebene Software
620,2022,2022_246,selbst erlernt,Coding skills
621,2022,2022_247,by doing,More low-level
622,2022,2022_247,by doing,memory-access optimization and multithreading might help some tasks
623,2022,2022_247,self-taught,More low-level
624,2022,2022_247,self-taught,memory-access optimization and multithreading might help some tasks
625,2022,2022_247,forums,More low-level
626,2022,2022_247,forums,memory-access optimization and multithreading might help some tasks
627,2022,2022_247,guides,More low-level
628,2022,2022_247,guides,memory-access optimization and multithreading might help some tasks
629,2022,2022_247,documentation- & code-reading),More low-level
630,2022,2022_247,documentation- & code-reading),memory-access optimization and multithreading might help some tasks
631,2022,2022_247,university,More low-level
632,2022,2022_247,university,memory-access optimization and multithreading might help some tasks
633,2022,2022_247,by doing,Some tool for file-
634,2022,2022_247,self-taught,Some tool for file-
635,2022,2022_247,forums,Some tool for file-
636,2022,2022_247,guides,Some tool for file-
637,2022,2022_247,documentation- & code-reading),Some tool for file-
638,2022,2022_247,university,Some tool for file-
639,2022,2022_247,by doing,metadata & processing pipeline management instead of inventing it and trying to be general enough
640,2022,2022_247,self-taught,metadata & processing pipeline management instead of inventing it and trying to be general enough
641,2022,2022_247,forums,metadata & processing pipeline management instead of inventing it and trying to be general enough
642,2022,2022_247,guides,metadata & processing pipeline management instead of inventing it and trying to be general enough
643,2022,2022_247,documentation- & code-reading),metadata & processing pipeline management instead of inventing it and trying to be general enough
644,2022,2022_247,university,metadata & processing pipeline management instead of inventing it and trying to be general enough
645,2022,2022_247,by doing,My main problem is ergonomics (bad for hands to type all day)
646,2022,2022_247,self-taught,My main problem is ergonomics (bad for hands to type all day)
647,2022,2022_247,forums,My main problem is ergonomics (bad for hands to type all day)
648,2022,2022_247,guides,My main problem is ergonomics (bad for hands to type all day)
649,2022,2022_247,documentation- & code-reading),My main problem is ergonomics (bad for hands to type all day)
650,2022,2022_247,university,My main problem is ergonomics (bad for hands to type all day)
651,2022,2022_248,self-taught,
656,2022,2022_253,self-taught,networking (e.g. Cisco training)
657,2022,2022_253,self-taught,devops
658,2022,2022_253,self-taught,statistics
661,2022,2022_256,self-taught,software engineering
662,2022,2022_257,selbststudium,
666,2022,2022_261,selfstudy,
667,2022,2022_261,training courses,
669,2022,2022_263,self-taught,Project management
670,2022,2022_263,self-taught,leadership
672,2022,2022_265,reading and doing,
673,2022,2022_266,google,
678,2022,2022_271,job,Deploying software in containerized environments
679,2022,2022_271,job,Effective developer workflows
680,2022,2022_271,job,Communication
681,2022,2022_272,selbststudium,Security (Absichern der von mir entwickelten und betriebenen Software)
682,2022,2022_272,promotion,Security (Absichern der von mir entwickelten und betriebenen Software)
683,2022,2022_272,selbststudium,UX
684,2022,2022_272,promotion,UX
687,2022,2022_275,university,Teamwork
688,2022,2022_275,job,Teamwork
689,2022,2022_275,self-taught,Teamwork
690,2022,2022_275,self-taught,Teamwork
691,2022,2022_275,university,machine learning
692,2022,2022_275,job,machine learning
693,2022,2022_275,self-taught,machine learning
694,2022,2022_275,self-taught,machine learning
695,2022,2022_275,university,project management
696,2022,2022_275,job,project management
697,2022,2022_275,self-taught,project management
698,2022,2022_275,self-taught,project management
699,2022,2022_276,self-taught,"Learning to say ""no"""
700,2022,2022_276,moocs and personal projects,"Learning to say ""no"""
701,2022,2022_276,self-taught,Managing other people better
702,2022,2022_276,moocs and personal projects,Managing other people better
703,2022,2022_276,self-taught,Longer-term planning strategies
704,2022,2022_276,moocs and personal projects,Longer-term planning strategies
705,2022,2022_277,learning by doing,
706,2022,2022_278,self-taught,
707,2022,2022_278,courses,
709,2022,2022_280,learning by doing,
712,2022,2022_283,study,work organisation
713,2022,2022_283,self-taught,work organisation
714,2022,2022_283,colleagues,work organisation
715,2022,2022_283,,work organisation
716,2022,2022_283,study,knowledge management
717,2022,2022_283,self-taught,knowledge management
718,2022,2022_283,colleagues,knowledge management
719,2022,2022_283,,knowledge management
720,2022,2022_283,study,keeping standards high
721,2022,2022_283,self-taught,keeping standards high
722,2022,2022_283,colleagues,keeping standards high
723,2022,2022_283,,keeping standards high
725,2022,2022_285,selbststudium,Neinsagen
726,2022,2022_285,selbststudium,Testdriven dev.
727,2022,2022_286,just do it!,Cloud
728,2022,2022_286,just do it!,(social) networking
729,2022,2022_287,learning by doing,containerization (docker 
730,2022,2022_287,learning by doing,singularity)
731,2022,2022_287,learning by doing,SQL
732,2022,2022_287,learning by doing,provenance tracking
733,2022,2022_288,practice,testing
734,2022,2022_288,practice,web-dev
735,2022,2022_288,practice,planing
737,2022,2022_290,selbststudium,testing 
738,2022,2022_290,selbststudium,quality assurance
739,2022,2022_290,selbststudium,reproducibility
740,2022,2022_291,etudes et auto-formations.,Administration système
741,2022,2022_291,etudes et auto-formations.,outils de virtualisation
742,2022,2022_291,etudes et auto-formations.,le génie logiciel.
