,New_name,Old_name,Question,Option
69,currentEmp13_15,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Complementary Medicine], Please select the discipline in which you work. Please select all that apply. [Complementary Medicine],Complementary Medicine
70,currentEmp13_16,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Computer Science], Please select the discipline in which you work. Please select all that apply. [Computer Science],Computer Science
71,currentEmp13_17,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Counselling], Please select the discipline in which you work. Please select all that apply. [Counselling],Counselling
72,currentEmp13_18,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Criminology], Please select the discipline in which you work. Please select all that apply. [Criminology],Criminology
73,currentEmp13_19,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Dentistry], Please select the discipline in which you work. Please select all that apply. [Dentistry],Dentistry
74,currentEmp13_20,currentEmp13. Please select the discipline in which you work. Please select all that apply. [East & South Asian Studies], Please select the discipline in which you work. Please select all that apply. [East & South Asian Studies],East & South Asian Studies
75,currentEmp13_21,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Economics], Please select the discipline in which you work. Please select all that apply. [Economics],Economics
76,currentEmp13_22,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Education], Please select the discipline in which you work. Please select all that apply. [Education],Education
77,currentEmp13_23,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Electrical & Electronic Engineering], Please select the discipline in which you work. Please select all that apply. [Electrical & Electronic Engineering],Electrical & Electronic Engineering
78,currentEmp13_24,currentEmp13. Please select the discipline in which you work. Please select all that apply. [English], Please select the discipline in which you work. Please select all that apply. [English],English
79,currentEmp13_25,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Fashion], Please select the discipline in which you work. Please select all that apply. [Fashion],Fashion
80,currentEmp13_26,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Food Science], Please select the discipline in which you work. Please select all that apply. [Food Science],Food Science
81,currentEmp13_27,currentEmp13. Please select the discipline in which you work. Please select all that apply. [French], Please select the discipline in which you work. Please select all that apply. [French],French
82,currentEmp13_28,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Geography & Environmental Sciences], Please select the discipline in which you work. Please select all that apply. [Geography & Environmental Sciences],Geography & Environmental Sciences
83,currentEmp13_29,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Geology], Please select the discipline in which you work. Please select all that apply. [Geology],Geology
84,currentEmp13_30,currentEmp13. Please select the discipline in which you work. Please select all that apply. [General Engineering], Please select the discipline in which you work. Please select all that apply. [General Engineering],General Engineering
85,currentEmp13_31,currentEmp13. Please select the discipline in which you work. Please select all that apply. [German], Please select the discipline in which you work. Please select all that apply. [German],German
86,currentEmp13_32,currentEmp13. Please select the discipline in which you work. Please select all that apply. [History], Please select the discipline in which you work. Please select all that apply. [History],History
87,currentEmp13_33,"currentEmp13. Please select the discipline in which you work. Please select all that apply. [History of Art, Architecture & Design]"," Please select the discipline in which you work. Please select all that apply. [History of Art, Architecture & Design]","History of Art, Architecture & Design"
88,currentEmp13_34,"currentEmp13. Please select the discipline in which you work. Please select all that apply. [Hospitality, Leisure, Recreation & Tourism]"," Please select the discipline in which you work. Please select all that apply. [Hospitality, Leisure, Recreation & Tourism]","Hospitality, Leisure, Recreation & Tourism"
89,currentEmp13_35,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Iberian Languages/Hispanic Studies], Please select the discipline in which you work. Please select all that apply. [Iberian Languages/Hispanic Studies],Iberian Languages/Hispanic Studies
90,currentEmp13_36,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Land & Property Management], Please select the discipline in which you work. Please select all that apply. [Land & Property Management],Land & Property Management
91,currentEmp13_37,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Law], Please select the discipline in which you work. Please select all that apply. [Law],Law
92,currentEmp13_38,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Librarianship & Information Management], Please select the discipline in which you work. Please select all that apply. [Librarianship & Information Management],Librarianship & Information Management
93,currentEmp13_39,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Linguistics], Please select the discipline in which you work. Please select all that apply. [Linguistics],Linguistics
94,currentEmp13_40,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Marketing], Please select the discipline in which you work. Please select all that apply. [Marketing],Marketing
95,currentEmp13_41,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Materials Technology], Please select the discipline in which you work. Please select all that apply. [Materials Technology],Materials Technology
96,currentEmp13_42,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Mathematics], Please select the discipline in which you work. Please select all that apply. [Mathematics],Mathematics
97,currentEmp13_43,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Mechanical Engineering], Please select the discipline in which you work. Please select all that apply. [Mechanical Engineering],Mechanical Engineering
98,currentEmp13_44,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Medicine], Please select the discipline in which you work. Please select all that apply. [Medicine],Medicine
99,currentEmp13_45,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Middle Eastern and African Studies], Please select the discipline in which you work. Please select all that apply. [Middle Eastern and African Studies],Middle Eastern and African Studies
100,currentEmp13_46,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Music], Please select the discipline in which you work. Please select all that apply. [Music],Music
101,currentEmp13_47,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Nursing], Please select the discipline in which you work. Please select all that apply. [Nursing],Nursing
102,currentEmp13_48,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Ophthalmics], Please select the discipline in which you work. Please select all that apply. [Ophthalmics],Ophthalmics
103,currentEmp13_49,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Pharmacology & Pharmacy], Please select the discipline in which you work. Please select all that apply. [Pharmacology & Pharmacy],Pharmacology & Pharmacy
104,currentEmp13_50,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Philosophy], Please select the discipline in which you work. Please select all that apply. [Philosophy],Philosophy
105,currentEmp13_51,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Physics and Astronomy], Please select the discipline in which you work. Please select all that apply. [Physics and Astronomy],Physics and Astronomy
106,currentEmp13_52,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Physiotherapy], Please select the discipline in which you work. Please select all that apply. [Physiotherapy],Physiotherapy
107,currentEmp13_53,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Politics], Please select the discipline in which you work. Please select all that apply. [Politics],Politics
108,currentEmp13_54,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Psychology], Please select the discipline in which you work. Please select all that apply. [Psychology],Psychology
109,currentEmp13_55,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Robotics], Please select the discipline in which you work. Please select all that apply. [Robotics],Robotics
110,currentEmp13_56,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Russian & East European Languages], Please select the discipline in which you work. Please select all that apply. [Russian & East European Languages],Russian & East European Languages
111,currentEmp13_57,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Social Policy], Please select the discipline in which you work. Please select all that apply. [Social Policy],Social Policy
112,currentEmp13_58,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Social Work], Please select the discipline in which you work. Please select all that apply. [Social Work],Social Work
113,currentEmp13_59,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Sociology], Please select the discipline in which you work. Please select all that apply. [Sociology],Sociology
114,currentEmp13_60,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Sports Science], Please select the discipline in which you work. Please select all that apply. [Sports Science],Sports Science
115,currentEmp13_61,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Theology & Religious Studies], Please select the discipline in which you work. Please select all that apply. [Theology & Religious Studies],Theology & Religious Studies
116,currentEmp13_62,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Town & Country Planning and Landscape Design], Please select the discipline in which you work. Please select all that apply. [Town & Country Planning and Landscape Design],Town & Country Planning and Landscape Design
117,currentEmp13_63,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Veterinary Medicine], Please select the discipline in which you work. Please select all that apply. [Veterinary Medicine],Veterinary Medicine
118,currentEmp13_64,currentEmp13. Please select the discipline in which you work. Please select all that apply. [Youth Work], Please select the discipline in which you work. Please select all that apply. [Youth Work],Youth Work
119,currentEmp13aus_0,"currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Agricultural, veterinary and food sciences]"," Please select the discipline in which you work. Please select all that apply. [Agricultural, veterinary and food sciences]","Agricultural, veterinary and food sciences"
120,currentEmp13aus_1,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Biological sciences], Please select the discipline in which you work. Please select all that apply. [Biological sciences],Biological sciences
121,currentEmp13aus_2,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Biomedical and clinical sciences], Please select the discipline in which you work. Please select all that apply. [Biomedical and clinical sciences],Biomedical and clinical sciences
122,currentEmp13aus_3,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Built environment and design], Please select the discipline in which you work. Please select all that apply. [Built environment and design],Built environment and design
123,currentEmp13aus_4,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Chemical sciences], Please select the discipline in which you work. Please select all that apply. [Chemical sciences],Chemical sciences
124,currentEmp13aus_5,"currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Commerce, management, tourism and services]"," Please select the discipline in which you work. Please select all that apply. [Commerce, management, tourism and services]","Commerce, management, tourism and services"
125,currentEmp13aus_6,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Creative arts and writing], Please select the discipline in which you work. Please select all that apply. [Creative arts and writing],Creative arts and writing
126,currentEmp13aus_7,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Earth sciences], Please select the discipline in which you work. Please select all that apply. [Earth sciences],Earth sciences
127,currentEmp13aus_8,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Economics], Please select the discipline in which you work. Please select all that apply. [Economics],Economics
128,currentEmp13aus_9,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Education], Please select the discipline in which you work. Please select all that apply. [Education],Education
129,currentEmp13aus_10,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Engineering], Please select the discipline in which you work. Please select all that apply. [Engineering],Engineering
130,currentEmp13aus_11,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Environmental sciences], Please select the discipline in which you work. Please select all that apply. [Environmental sciences],Environmental sciences
131,currentEmp13aus_12,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Health sciences], Please select the discipline in which you work. Please select all that apply. [Health sciences],Health sciences
132,currentEmp13aus_13,"currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [History, heritage and archaeology]"," Please select the discipline in which you work. Please select all that apply. [History, heritage and archaeology]","History, heritage and archaeology"
133,currentEmp13aus_14,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Human society], Please select the discipline in which you work. Please select all that apply. [Human society],Human society
134,currentEmp13aus_15,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Indigenous studies], Please select the discipline in which you work. Please select all that apply. [Indigenous studies],Indigenous studies
135,currentEmp13aus_16,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Information and computing sciences], Please select the discipline in which you work. Please select all that apply. [Information and computing sciences],Information and computing sciences
136,currentEmp13aus_17,"currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Language, communication and culture]"," Please select the discipline in which you work. Please select all that apply. [Language, communication and culture]","Language, communication and culture"
137,currentEmp13aus_18,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Law and legal studies], Please select the discipline in which you work. Please select all that apply. [Law and legal studies],Law and legal studies
138,currentEmp13aus_19,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Mathematical sciences], Please select the discipline in which you work. Please select all that apply. [Mathematical sciences],Mathematical sciences
139,currentEmp13aus_20,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Philosophy and religious studies], Please select the discipline in which you work. Please select all that apply. [Philosophy and religious studies],Philosophy and religious studies
140,currentEmp13aus_21,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Physical sciences], Please select the discipline in which you work. Please select all that apply. [Physical sciences],Physical sciences
141,currentEmp13aus_22,currentEmp13aus. Please select the discipline in which you work. Please select all that apply. [Psychology], Please select the discipline in which you work. Please select all that apply. [Psychology],Psychology
142,prevEmp1_0,prevEmp1. Where was your previous job based?, Where was your previous job based?,
143,prevEmp1[other]_0,prevEmp1[other]. Where was your previous job based? [Other], Where was your previous job based? [Other],Other
144,prevEmp1qde[other]_0,prevEmp1qde[other]. Where was your previous job based? [Other], Where was your previous job based? [Other],Other
145,prevEmp2_0,prevEmp2. Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 1], Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 1],Rank 1
146,prevEmp2_1,prevEmp2. Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 2], Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 2],Rank 2
147,prevEmp2_2,prevEmp2. Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 3], Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 3],Rank 3
148,prevEmp2_3,prevEmp2. Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 4], Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 4],Rank 4
149,prevEmp2_4,prevEmp2. Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 5], Rank the following factors dependent on how strongly they influenced your decision to accept your current position. [Rank 5],Rank 5
150,currentWork1_0,"currentWork1. Do you always work with the same researchers, or do you regularly change the researchers you work with?"," Do you always work with the same researchers, or do you regularly change the researchers you work with?",
151,currentWork2_0,currentWork2. Are you part of a dedicated research software group within your institution?, Are you part of a dedicated research software group within your institution?,
152,paper2mod_0,"paper2mod. In general, when your software contributes to a paper, are you acknowledged in that paper?"," In general, when your software contributes to a paper, are you acknowledged in that paper?",
153,conf1can_0,conf1can. Have you presented your software work at a conference or workshop?, Have you presented your software work at a conference or workshop?,
154,conf2can_0,conf2can. At which conference(s)/workshop(s) have you presented your software work?, At which conference(s)/workshop(s) have you presented your software work?,
155,proj1can_0,proj1can. How many software projects are you currently involved in?, How many software projects are you currently involved in?,
156,proj2can_0,proj2can. How many software developers typically work on your projects?, How many software developers typically work on your projects?,
157,proj7can_0,proj7can. What percentage of these developers are dedicated to the project full time?, What percentage of these developers are dedicated to the project full time?,
158,proj8can_0,proj8can. Do your research software projects typically include a project manager?, Do your research software projects typically include a project manager?,
159,stability1_0,stability1. What is the bus factor of your most important software project? (The bus factor designates the minimal number of developers that have to be hit by a bus (or quit) before a project is incapacitated), What is the bus factor of your most important software project? (The bus factor designates the minimal number of developers that have to be hit by a bus (or quit) before a project is incapacitated),
160,stability2_0,stability2. Do the projects you work on typically have a plan to cope with developers leaving the group?, Do the projects you work on typically have a plan to cope with developers leaving the group?,
161,proj4can_0,proj4can. How are your projects typically tested? Please check all that apply. [No formal testing], How are your projects typically tested? Please check all that apply. [No formal testing],No formal testing
162,proj4can_1,proj4can. How are your projects typically tested? Please check all that apply. [No formal testing but users provide feedback], How are your projects typically tested? Please check all that apply. [No formal testing but users provide feedback],No formal testing but users provide feedback
163,proj4can_2,proj4can. How are your projects typically tested? Please check all that apply. [The developers do their own testing], How are your projects typically tested? Please check all that apply. [The developers do their own testing],The developers do their own testing
164,proj4can_3,proj4can. How are your projects typically tested? Please check all that apply. [Test engineers conduct testing], How are your projects typically tested? Please check all that apply. [Test engineers conduct testing],Test engineers conduct testing
165,proj4can_4,proj4can. How are your projects typically tested? Please check all that apply. [Automated testing with continuous integration], How are your projects typically tested? Please check all that apply. [Automated testing with continuous integration],Automated testing with continuous integration
166,proj4can_5,proj4can. How are your projects typically tested? Please check all that apply. [Don't know], How are your projects typically tested? Please check all that apply. [Don't know],Don't know
167,proj5can_0,proj5can. What development methodology does your current project use?, What development methodology does your current project use?,
168,proj5can[other]_0,proj5can[other]. What development methodology does your current project use? [Other], What development methodology does your current project use? [Other],Other
169,open1can_0,open1can. How often do you use an open-source licence for your software?, How often do you use an open-source licence for your software?,
170,open2de_0,open2de. How often do you reference software directly or the papers describing the software?, How often do you reference software directly or the papers describing the software?,
171,open3can_0,open3can. How often do you associate your software with a Digital Object Identifier (DOI)?, How often do you associate your software with a Digital Object Identifier (DOI)?,
172,open3de_0,"open3de. Which tools do you use to mint a DOI (e.g. local library, Zenodo)?"," Which tools do you use to mint a DOI (e.g. local library, Zenodo)?",
173,open1de_0,open1de. Do you have an ORCID ID?, Do you have an ORCID ID?,
174,proj5zaf_0,proj5zaf. Which version control tools do you use for software development?. [CVS], Which version control tools do you use for software development?. [CVS],CVS
175,proj5zaf_1,proj5zaf. Which version control tools do you use for software development?. [SVN], Which version control tools do you use for software development?. [SVN],SVN
176,proj5zaf_2,proj5zaf. Which version control tools do you use for software development?. [Git], Which version control tools do you use for software development?. [Git],Git
177,proj5zaf_3,proj5zaf. Which version control tools do you use for software development?. [Mercurial], Which version control tools do you use for software development?. [Mercurial],Mercurial
178,proj5zaf_4,proj5zaf. Which version control tools do you use for software development?. [None], Which version control tools do you use for software development?. [None],None
179,proj6zaf_0,proj6zaf. Which online collaboration tools and open repositories do you use for software development?, Which online collaboration tools and open repositories do you use for software development?,
180,train2_0,"train2. On average, how many times a year do you take part in providing training?"," On average, how many times a year do you take part in providing training?",
181,train3_0,"train3. What training programs are you involved with (comma separated list, e.g., Software Carpentry, local university training, etc.)"," What training programs are you involved with (comma separated list, e.g., Software Carpentry, local university training, etc.)",
182,fund2_0,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Donation button], Which of the following sources are used to pay for your effort as an RSE?. [Donation button],Donation button
183,fund2_1,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Crowdfunding (one-time)], Which of the following sources are used to pay for your effort as an RSE?. [Crowdfunding (one-time)],Crowdfunding (one-time)
184,fund2_2,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Crowdfunding (recurring)], Which of the following sources are used to pay for your effort as an RSE?. [Crowdfunding (recurring)],Crowdfunding (recurring)
185,fund2_3,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Books & merchandise], Which of the following sources are used to pay for your effort as an RSE?. [Books & merchandise],Books & merchandise
186,fund2_4,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Advertising & sponsorships], Which of the following sources are used to pay for your effort as an RSE?. [Advertising & sponsorships],Advertising & sponsorships
187,fund2_5,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Industry support], Which of the following sources are used to pay for your effort as an RSE?. [Industry support],Industry support
188,fund2_6,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Consulting & services], Which of the following sources are used to pay for your effort as an RSE?. [Consulting & services],Consulting & services
189,fund2_7,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Grants], Which of the following sources are used to pay for your effort as an RSE?. [Grants],Grants
190,fund2_8,fund2. Which of the following sources are used to pay for your effort as an RSE?. [SaaS], Which of the following sources are used to pay for your effort as an RSE?. [SaaS],SaaS
191,fund2_9,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Membership], Which of the following sources are used to pay for your effort as an RSE?. [Membership],Membership
192,fund2_10,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Dual license], Which of the following sources are used to pay for your effort as an RSE?. [Dual license],Dual license
193,fund2_11,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Open core], Which of the following sources are used to pay for your effort as an RSE?. [Open core],Open core
194,fund2_12,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Foundations & consortiums], Which of the following sources are used to pay for your effort as an RSE?. [Foundations & consortiums],Foundations & consortiums
195,fund2_13,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Venture capital], Which of the following sources are used to pay for your effort as an RSE?. [Venture capital],Venture capital
196,fund2_14,fund2. Which of the following sources are used to pay for your effort as an RSE?. [Trademark licensing & franchising], Which of the following sources are used to pay for your effort as an RSE?. [Trademark licensing & franchising],Trademark licensing & franchising
