,socio1_0,time2acan_0,time2bcan_0,soft2can_0,proj5_can_0,proj6_can_0,canarie1_can_0,canarie2_can_0,currentEmp5_0,currentEmp7_0,group1_can_0,group1a_can_0,group2_can_0,group3_can_0,paper2_0,paper3_0,paper4_0,open1_can_0,open2_can_0,skill1_0,tool1_0,tool3_can_0,tool4_can_0,tool5_can[multi]_0,tool5_can[multi]_1,tool5_can[multi]_2,tool5_can[multi]_3,tool5_can[multi]_4,tool5_can[multi]_5,tool5_can[multi]_6,data1_can_0,data2_can_0,open4_can_0,open5_can_0,org1_can_0,instit1_can_0,caf1_can_0,rse4de_0,rse3[SQ001]_0,prevEmp1_0,prevEmp2[1]_0,prevEmp2[2]_0,prevEmp2[3]_0,prevEmp2[4]_0,prevEmp2[5]_0,currentWork1_0,currentWork2_0,paper5_0,conf1can_0,open03can_0,open2de_0,open3de_0,open1de_0,train1_0,train2_0,fund1_0,likert2[progRSE1]_0,likert2[progRSE3]_0,likert2[progRSE4]_0,likert2[progRSE5]_0,likert2[progRSE2]_0,socio2_0,socio3_0,ukrse3_0,ukrse10de_0,ukrse11de_0,ukrse2[2]_0,ukrse12de_0,ukrse13de_0,proj4can[3]_1,ukrse2[2]_1,ukrse2[3]_1,edu3_0,time1can[1]_0,time1can[2]_0,currentEmp9_0,prevEmp2[6]_0,prevEmp2[7]_0,prevEmp2[8]_0,fund4[SQ017]_0,tool4can[SQ036]_0,tool4can[SQ037]_0,tool4can[SQ038]_0,tool4can[SQ039]_0,ukrse2[SQ001]_0,likert0[time6zaf]_0,likert0[time7zaf]_0,likert0[time8zaf]_0,likert0[time9zaf]_0,currentEmp2_0,currentEmp13[3]_1,proj2zaf_0,proj3zaf[1]_0,proj3zaf[2]_0,proj3zaf[3]_0,proj5zaf[1]_0,proj5zaf[2]_0,proj5zaf[3]_0,proj5zaf[4]_0,proj5zaf[5]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,open02zaf[1]_0,open02zaf[2]_0,open02zaf[3]_0,open02zaf[4]_0,open02zaf[5]_0,open02zaf[6]_0,open02zaf[7]_0,open02zaf[8]_0,open02zaf[9]_0,open02zaf[10]_0,tool1zaf_0,fund2[17]_1,fund3[17]_1,fund4[17]_1,org1can_0,row_id,Year_0,currentEmp13[1]_0,fund2[SQ006]_0,fund3[SQ006]_0,fund4[SQ006]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,tool4can[1]_0,fund2[6]_0,fund3[6]_0,fund4[6]_0,currentEmp13[9]_0,fund2[SQ005]_0,fund3[SQ005]_0,fund4[SQ005]_0,currentEmp13[10]_0,tool4can[2]_0,tool4can[3]_0,tool4can[4]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,tool4can[5]_0,tool4can[6]_0,tool4can[7]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,fund2[11]_0,fund3[11]_0,fund4[11]_0,currentEmp13[18]_0,currentEmp13[19]_0,fund2[8]_0,fund3[8]_0,fund4[8]_0,fund2[9]_0,fund3[9]_0,fund4[9]_0,fund2[3]_0,fund3[3]_0,fund4[3]_0,tool4can[8]_0,currentEmp13[20]_0,proj4can[2]_0,likert1[perfCheck4]_0,likert1[perfCheck1]_0,likert1[perfCheck7]_0,likert1[perfCheck6]_0,fund2[SQ002]_0,fund3[SQ002]_0,fund4[SQ002]_0,fund2[13]_0,fund3[13]_0,fund4[13]_0,currentEmp13[21]_0,currentEmp13[22]_0,currentEmp13[23]_0,currentEmp13[24]_0,tool4can[9]_0,currentEmp13[25]_0,tool4can[10]_0,fund2[1]_0,fund3[1]_0,fund4[1]_0,tool4can[11]_0,currentEmp13[26]_0,fund2[2]_0,fund3[2]_0,fund4[2]_0,currentEmp13[27]_0,tool4can[12]_0,fund2[SQ014]_0,fund3[SQ014]_0,fund4[SQ014]_0,fund2[4]_0,fund3[4]_0,fund4[4]_0,currentEmp13[28]_0,fund2[2]_1,fund3[2]_1,fund4[2]_1,currentEmp13[31]_0,currentEmp13[29]_0,currentEmp13[30]_0,currentEmp13[32]_0,likert2[percEmp4]_0,tool4can[13]_0,fund2[SQ009]_0,fund3[SQ009]_0,fund4[SQ009]_0,tool4can[14]_0,tool4can[15]_0,tool4can[16]_0,currentEmp13[33]_0,currentEmp13[34]_0,currentEmp13[35]_0,likert1[turnOver3]_0,likert3[turnOver4]_0,likert1[turnOver1]_0,likert1[turnOver2]_0,likert2[affRec2]_0,likert2[affRec1]_0,likert2[affRec4]_0,likert2[affRec5]_0,likert2[affRec3]_0,likert2[percEmp2]_0,likert2[affSat3]_0,likert2[affSat1]_0,likert2[affSat4]_0,fund2[16]_0,fund3[16]_0,fund4[16]_0,likert2[turnOver6]_0,currentEmp13[36]_0,likert3[satisgen2]_0,likert3[satisgen1]_0,fund2[10]_0,fund3[10]_0,fund4[10]_0,likert2[percEmp1]_0,tool4can[17]_0,tool4can[18]_0,org2_can[multi]_5,tool4can[19]_0,currentEmp13[37]_0,currentEmp13[38]_0,currentEmp13[39]_0,currentEmp13[40]_0,ukrse2[3]_0,tool4can[20]_0,currentEmp13[41]_0,currentEmp13[42]_0,currentEmp13[43]_0,tool4can[21]_0,currentEmp13[44]_0,currentEmp13[45]_0,fund2[7]_0,fund3[7]_0,fund4[7]_0,currentEmp13[46]_0,likert2[affSat2]_0,currentEmp13[47]_0,likert2[turnOver5]_0,likert2[percEmp3]_0,ukrse2[4]_0,org2_can[multi]_0,proj4can[1]_0,currentEmp13[48]_0,tool4can[22]_0,fund2[14]_0,fund3[14]_0,fund4[14]_0,currentEmp13[49]_0,tool4can[24]_0,tool4can[23]_0,currentEmp13[50]_0,currentEmp13[51]_0,currentEmp13[52]_0,currentEmp13[53]_0,currentEmp13[54]_0,currentEmp13[55]_0,tool4can[25]_0,tool4can[26]_0,fund2[4]_1,fund3[4]_1,fund4[4]_1,org2_can[multi]_4,org2_can[multi]_2,currentEmp13[56]_0,tool4can[27]_0,currentEmp13[57]_0,tool4can[28]_0,tool4can[31]_0,fund2[SQ010]_0,fund3[SQ010]_0,fund4[SQ010]_0,tool4can[29]_0,tool4can[30]_0,currentEmp13[58]_0,currentEmp13[59]_0,currentEmp13[60]_0,org2_can[multi]_1,currentEmp13[61]_0,fund2[5]_0,fund3[5]_0,fund4[5]_0,tool4can[32]_0,proj4can[3]_0,currentEmp13[62]_0,currentEmp13[63]_0,fund2[15]_0,fund3[15]_0,fund4[15]_0,org2_can[multi]_3,tool4can[33]_0,ukrse2[1]_0,proj4can[4]_0,tool4can[34]_0,tool4can[35]_0,fund2[12]_0,fund3[12]_0,fund4[12]_0,currentEmp13[64]_0,tool4can[36]_0,fund3[SQ001]_0,fund4[SQ001]_0,currentEmp13[65]_0,edu1_0,edu2_0,edu4_0,conf2can_0,currentEmp10_0,currentEmp11_0,currentEmp12_0,currentEmp1_0,likert0[time1can]_0,likert0[time2can]_0,likert0[time3can]_0,likert0[time4can]_0,likert0[time5can]_0,likert1[perfCheck2]_0,likert1[perfCheck3]_0,likert1[perfCheck5]_0,likert1[turnOver4]_0,open1can[A5]_0,open01can_0,open3can[SQ001]_0,ukrse1_1,paper1_0,proj2_can_0,proj1_can_0,soft1can_0,stability2_0,stability1_0,skill2_0,tool2_0,train3_0,rse1_0,ukrse1_0
324,Germany,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,4,Max Planck Society,I want to learn new skills,Freedom to choose own working practices,Ability to work across disciplines,Opportunity for career advancement,Opportunity to develop software,Regularly change researcher(s),False,,True,False,,,False,False,,False,Strongly disagree,Disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Male,25 to 34 years,Selbststudium,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_324,2017,False,,,,False,False,False,False,False,False,False,False,,,,True,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,False,False,False,5,3,﻿1 (None at all),2,,,,,,,False,False,False,False,False,False,False,,,,False,False,,,,False,False,,,,,,,False,,,,False,False,False,False,Neither agree or disagree,False,,,,False,False,False,False,False,False,8,,8,6,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,,,,Strongly Agree,False,4,3,,,,Neither agree or disagree,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,Neither agree or disagree,False,Disagree,Neither agree or disagree,False,,True,False,False,,,,False,False,False,False,False,False,False,False,False,True,True,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,,,,False,False,False,False,,,,,False,False,False,False,False,,,,False,False,,,False,PhD,Biological Sciences,,"European Light Microscopy Initiative Meeting (ELMI), INCF Nodes Workshop,",Fixed term -- funded by Institution core funding,2.0,Full Time,Helmholtz Association of German Research Centres,9,5,3,2,2,﻿1 (None at all),9,﻿1 (None at all),10 (All my time),6,True,,,True,1,4.0,4.0,False,1,"nan, nan, nan",,,True,
325,Germany,,,False,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,2,University,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,Desire to advance research,Opportunity to develop software,Same researcher(s),False,,True,False,,,True,True,2.0,True,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Male,35 to 44 years,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_325,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,7,3,6,3,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,Neither agree or disagree,False,,,,False,False,False,False,False,False,3,,4,5,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Agree,False,False,False,Agree,False,4,5,False,False,False,Neither agree or disagree,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Neither agree or disagree,False,Neither agree or disagree,Agree,True,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,,,,,,False,True,False,False,True,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,PhD,Other,,Computer Applications and Quantitative Methods in Archaeology (CAA),Fixed term -- as long as funding is available,4.0,Full Time,University,3,4,4,2,3,7,2,4,4,10 (All my time),True,,,True,1,7.0,10.0,False,1,"nan, nan, nan",GNU/Linux,local university training,True,
326,Germany,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,2,University,Freedom to choose own working practices,I want to learn new skills,Flexible working hours,Desire to work in a research environment,The salary,Regularly change researcher(s),True,,True,False,,,True,True,2.0,True,Agree,Neither agree or disagree,Agree,Agree,Agree,Prefer not to say,25 to 34 years,"Studium, Beruf",False,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_326,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,7,7,6,7,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,True,True,False,,,,False,False,False,True,Agree,False,,,,False,False,False,True,False,False,2,,5,7,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,True,False,False,Disagree,False,8,8,False,False,False,Strongly Agree,False,False,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Agree,Strongly Agree,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,Masters Degree,History,Digital Humanities,"DH, DHd",Fixed term -- as long as funding is available,2.0,Full Time,University,6,3,4,﻿1 (None at all),3,6,7,7,2,7,True,,,True,3-5,6.0,5.0,True,2,"nan, nan, nan",OS X,Projektinterne Lehrgänge,True,
327,Germany,,,False,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,2,University,Flexible working hours,Ability to work across disciplines,I want to learn new skills,Desire to work in a research environment,Freedom to choose own working practices,Same researcher(s),True,,True,False,,,True,True,2.0,True,Strongly disagree,Agree,Strongly Agree,Strongly disagree,Disagree,Male,35 to 44 years,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_327,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,9,8,6,9,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False,,,,False,False,False,False,Neither agree or disagree,False,,,,False,False,False,False,False,False,2,,4,7,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,False,False,False,Strongly disagree,False,9,9,False,False,False,Neither agree or disagree,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Strongly Agree,Neither agree or disagree,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,PhD,Chemistry,,"ACS-Meeting, viele Chemie-Konferenzen",Permanent -- funded by Institution core funding,100.0,Full Time,University,3,5,5,4,4,7,8,6,2,7,True,,,True,2,5.0,13.0,False,4,"nan, nan, nan",GNU/Linux,Lehrgänge an Universitäten,True,
328,Germany,,,False,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,False,1,Private Company,Freedom to choose own working practices,Flexible working hours,Opportunity to develop software,Desire to advance research,The salary,Regularly change researcher(s),False,,True,False,,,True,True,0.0,True,Disagree,Agree,Neither agree or disagree,Agree,Agree,Male,35 to 44 years,Learning by doing,True,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_328,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,10 (All my time),7,7,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,,,,False,False,False,False,,,,True,False,False,False,Agree,False,,,,False,False,False,False,False,False,8,,7,6,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,False,False,False,Neither agree or disagree,False,7,7,False,False,False,Disagree,False,False,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Agree,False,Agree,Agree,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,,,False,PhD,General Engineering,Diplom Physikalische Ingenieurwissenschaften,"EGU, Modelica Conference, DECHEMA Workshop",Fixed term -- as long as funding is available,3.0,Part-time,Helmholtz Association of German Research Centres,7,4,2,﻿1 (None at all),4,7,10 (All my time),9,9,3,True,,,True,1,2.0,17.0,False,1,"strukturiertes Arbeiten, Darstellung der eigenen Arbeit",Windows,keine,True,
329,Germany,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,4,University,Desire to work in a research environment,Flexible working hours,The salary,Opportunity for career advancement,Freedom to choose own working practices,Regularly change researcher(s),True,,True,False,,,False,True,3.0,True,Strongly disagree,Disagree,Neither agree or disagree,Disagree,Strongly disagree,Prefer not to say,35 to 44 years,"Studium, Selbststudium",False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_329,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,7,7,5,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,,,,False,False,False,False,,,,False,False,False,False,Disagree,False,,,,False,False,False,True,False,False,7,,7,7,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,False,False,False,Strongly disagree,False,6,6,False,False,False,Disagree,True,True,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Neither agree or disagree,False,Disagree,Neither agree or disagree,True,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,True,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,PhD,Philosophy,,DHd,Fixed term -- funded by Institution core funding,2.0,Full Time,Other,6,5,6,4,3,7,7,7,7,6,True,,,True,2,6.0,8.0,False,1,"nan, nan, nan",Windows, ,True,
330,Germany,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,False,5 - Mostly other people,University,Freedom to choose own working practices,I want to learn new skills,Ability to work across disciplines,Opportunity for career advancement,Flexible working hours,Same researcher(s),True,,True,False,,,False,True,1.0,True,Neither agree or disagree,Agree,Agree,Agree,Agree,Male,25 to 34 years,"Universität, MOOCs, Eigenarbeit, Video-Tutorials, Learning-by-Doing",False,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_330,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,10 (All my time),7,6,3,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,False,False,False,False,,,,False,False,False,False,Agree,False,,,,False,False,False,False,True,False,3,,3,8,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Strongly Agree,False,False,False,Neither agree or disagree,False,8,8,False,False,False,Agree,False,True,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Agree,False,Agree,Agree,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,True,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,Masters Degree,Librarianship & Information Management,,"DH, DHd",Other,3.0,Full Time,Other,8,2,3,2,5,7,9,6,3,6,True,,,True,1,3.0,4.0,False,1,"Best-Practices (besseres Testing & Code Styles),  Container-Architektur",GNU/Linux,"Lehre an Universitäten, Workshops auf Konferenzen",True,
331,Germany,,,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,4,University,Flexible working hours,I want to learn new skills,The salary,Ability to work across disciplines,Freedom to choose own working practices,Same researcher(s),True,,True,False,,,False,True,2.0,True,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly disagree,Male,25 to 34 years,Selbststudium,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_331,2017,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,8,6,7,3,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,False,False,False,False,,,,False,False,False,True,Neither agree or disagree,False,,,,False,False,False,True,False,False,8,,6,4,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Disagree,Agree,False,False,False,Agree,False,6,6,False,False,False,Neither agree or disagree,True,True,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Disagree,False,Neither agree or disagree,Neither agree or disagree,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,True,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,,,False,Masters Degree,German,,"dh, dhd",Fixed term -- as long as funding is available,2.0,Part-time,Other,7,3,5,﻿1 (None at all),6,6,8,7,6,3,True,,,True,2,4.0,8.0,False,1,"Testentwicklung, grundlegende Algorithmen",Windows,intern,True,
332,Germany,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,2,Government,Flexible working hours,I want to learn new skills,The salary,Freedom to choose own working practices,Opportunity for career advancement,Same researcher(s),True,,False,False,,,False,False,,False,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Male,25 to 34 years,Privat beigebracht,False,,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_332,2017,False,,,,False,False,False,False,False,False,False,False,,,,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,False,False,True,6,6,5,6,,,,,,,False,False,False,False,False,False,False,,,,False,False,,,,False,False,,,,,,,False,,,,False,False,False,False,Neither agree or disagree,False,,,,False,False,False,False,False,False,3,,4,5,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,,,,Neither agree or disagree,False,6,6,,,,Neither agree or disagree,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,Agree,False,Neither agree or disagree,Agree,True,,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,,,,False,False,False,False,,,,,False,False,True,False,False,,,,False,False,,,False,Masters Degree,History,BA in VWL,,Fixed term -- as long as funding is available,3.0,Part-time,University,6,2,5,﻿1 (None at all),5,7,9,7,4,,False,,,True,6-9,3.0,10.0,False,2,"Management, Controlling, Personalführung",GNU/Linux,,True,
333,Germany,,,False,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,False,5 - Mostly other people,Private Company,Freedom to choose own working practices,Desire to advance research,Opportunity to develop software,Desire to work in a research environment,Ability to work across disciplines,Same researcher(s),True,,False,False,,,False,False,,False,Neither agree or disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Female,25 to 34 years,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_333,2017,False,,,,False,False,False,False,False,False,False,False,,,,True,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,,,,,,,False,False,True,10 (All my time),10 (All my time),10 (All my time),10 (All my time),,,,,,,False,False,False,False,False,False,False,,,,False,False,,,,False,False,,,,,,,False,,,,False,False,False,False,Neither agree or disagree,False,,,,False,False,False,False,False,False,﻿1 (None at all),,5,10 (All my time),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,,,,Neither agree or disagree,False,10 - Completely satisfied,10 - Completely satisfied,,,,Neither agree or disagree,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,Strongly Agree,False,Neither agree or disagree,Neither agree or disagree,False,,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,,,,False,False,False,False,,,,,False,False,True,False,False,,,,False,False,,,False,Undergraduate degree,Biological Sciences,,,Research/Student Assistant,0.8,Part-time,Max Planck Society,4,10 (All my time),﻿1 (None at all),﻿1 (None at all),6,10 (All my time),10 (All my time),10 (All my time),4,10 (All my time),True,,,False,6-9,1.0,4.0,True,1,"nan, nan, nan",Windows,,True,
334,Germany,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,True,3,University,Opportunity to develop software,Freedom to choose own working practices,Ability to work across disciplines,I want to learn new skills,Desire to work in a research environment,Regularly change researcher(s),True,,True,False,,,True,True,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_334,2017,False,,,,False,False,False,False,False,False,False,,False,False,False,False,,,,False,,,,False,False,False,False,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,False,True,,,,,,,,False,False,False,False,False,False,True,,False,,False,False,False,,False,True,True,True,False,,,,,False,False,False,False,,,,False,False,False,False,,,,,,,,,False,False,False,,,,,,,,,,,,,,False,False,False,,False,,,False,False,False,,,,,,False,False,False,False,,,False,False,False,,False,False,False,False,False,False,,False,,,,,True,False,,False,False,False,False,,,False,False,False,False,False,False,,,,,,,,False,,False,,,,,,,,False,False,False,,False,False,False,False,,False,False,False,False,False,False,,,,True,,,False,False,False,False,,,,False,Masters Degree,Electrical & Electronic Engineering,,"SEI, ICALEPCS",Permanent -- funded by Institution core funding,-1.0,Full Time,Helmholtz Association of German Research Centres,3,﻿1 (None at all),8,2,3,,,,,5,True,,,True,3-5,4.0,20.0,True,2,"nan, nan, nan",,"Lehrgang an Universitäten, Inhouse-Schulungen",True,
335,Germany,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,False,2,Helmholtz Association of German Research Centres,Desire to advance research,Desire to work in a research environment,Ability to work across disciplines,Freedom to choose own working practices,I want to learn new skills,Same researcher(s),False,,True,False,,,True,True,2.0,False,Strongly disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Male,35 to 44 years,Autodidaktisch,False,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_335,2017,False,,,,False,False,False,False,False,False,False,False,,,,True,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,False,False,,,,,,,,,,False,False,True,﻿1 (None at all),8,3,5,,,,,,,False,False,False,False,False,False,False,,,,False,False,,,,False,False,,,,,,,False,,,,False,False,False,False,Neither agree or disagree,False,,,,False,False,False,False,False,False,8,,4,6,Strongly disagree,Agree,Agree,Disagree,Neither agree or disagree,Strongly disagree,Agree,Agree,Agree,,,,Disagree,False,3,6,,,,Agree,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,Neither agree or disagree,False,Agree,Neither agree or disagree,True,,False,False,False,,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,False,False,False,False,False,,,,False,False,False,False,False,,False,,,,False,False,False,False,,,,,False,False,False,False,False,,,,False,False,,,False,PhD,Mechanical Engineering,,iccs,Fixed term -- funded by Institution core funding,3.0,Full Time,Helmholtz Association of German Research Centres,4,4,3,2,2,3,10 (All my time),3,3,5,True,,,True,2,1.0,8.0,False,1,"nan, nan, nan",GNU/Linux,Lehrgang an Universitäten,True,
